"Game","Map","Outcome","Event","Player_Team","Action","Player","Concat1","Role1","Concat","Role","Game_Feed","Getting_Voted_Off","Getting_Killed","Game_Player_That_Died","Day","Dying_Feed","Killing_Feed","Finding_Bodies_Feed","Body_Found_Feed","Meeting_Called_Feed","First_Kill_Feed","Self_Report_Code","Self_Report_Feed","Voted_Off_As_Crew_Feed","Body_Skipped_Feed","Votes_Off_Code","Vote_ID","Day_1_Vote","Crew_Alive","Impostors_Alive","Score","Crew_1","Is_Crew_1_Alive_1","Vote1","Crew_2","Is_Crew_1_Alive_2","Vote2","Crew_3","Is_Crew_3_Alive","Vote3","Crew_4","Is_Crew_4_Alive?","Vote4","Crew_5","Is_Crew_5_alive?","Vote5","Crew_6","Is_Crew_6_Alive?","Vote6","Crew_7","Is_Crew_7_Alive?","Vote7","Crew_8","Is_Crew_8_Alive?","Vote8"
5,"Polus",NA,6,"zlubars","finds body of","Keaton","5-zlubars","(Crew)","5-Keaton","(Crew).","zlubars (Crew) finds body of Keaton (Crew).",NA,NA,NA,2,NA,NA,"zlubars","Keaton",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"5-2","Skipped Vote.",5,2,"5-2","LSV","Yes","2-LSV-Skipped Vote.","wrapter","Yes","2-wrapter-Skipped Vote.","Keaton","No","2-Keaton-Dead","zlubars","Yes","2-zlubars-Skipped Vote.","dokomoy","Yes","2-dokomoy-Skipped Vote.","Gaby","Yes","2-Gaby-Skipped Vote.","Eirik","No","2-Eirik-Dead","Dreamy","No","2-Dreamy-Dead"
5,"Polus",NA,7,"Crew","skips voting.",NA,"5-Crew",NA,"5-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","LSV","Yes",NA,"wrapter","Yes",NA,"Keaton","No",NA,"zlubars","Yes",NA,"dokomoy","Yes",NA,"Gaby","Yes",NA,"Eirik","No",NA,"Dreamy","No",NA
5,"Polus",NA,8,"5up","kills","zlubars","5-5up","(Impostor)","5-zlubars","(Crew).","5up (Impostor) kills zlubars (Crew).",NA,"zlubars","5-zlubars",3,"zlubars","5up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","LSV","Yes",NA,"wrapter","Yes",NA,"Keaton","No",NA,"zlubars","Yes",NA,"dokomoy","Yes",NA,"Gaby","Yes",NA,"Eirik","No",NA,"Dreamy","No",NA
5,"Polus",NA,9,"BK","kills","Gaby","5-BK","(Impostor)","5-Gaby","(Crew).","BK (Impostor) kills Gaby (Crew).",NA,"Gaby","5-Gaby",3,"Gaby","BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","LSV","Yes",NA,"wrapter","Yes",NA,"Keaton","No",NA,"zlubars","No",NA,"dokomoy","Yes",NA,"Gaby","Yes",NA,"Eirik","No",NA,"Dreamy","No",NA
5,"Polus",NA,10,"lsv","finds body of","zlubars","5-lsv","(Crew)","5-zlubars","(Crew).","lsv (Crew) finds body of zlubars (Crew).",NA,NA,NA,3,NA,NA,"lsv","zlubars",NA,NA,NA,NA,NA,NA,1,"5-3","Crew voted off.",3,2,"3-2","LSV","Yes","3-LSV-Crew voted off.","wrapter","Yes","3-wrapter-Crew voted off.","Keaton","No","3-Keaton-Dead","zlubars","No","3-zlubars-Dead","dokomoy","Yes","3-dokomoy-Crew voted off.","Gaby","No","3-Gaby-Dead","Eirik","No","3-Eirik-Dead","Dreamy","No","3-Dreamy-Dead"
5,"Polus",NA,11,"Crew","votes off","dokomoy","5-Crew",NA,"5-dokomoy","(Crew).","Crew votes off dokomoy (Crew).","dokomoy",NA,"5-dokomoy",3,"dokomoy",NA,NA,NA,NA,NA,NA,NA,"dokomoy",NA,NA,NA,NA,2,2,"2-2","LSV","Yes",NA,"wrapter","Yes",NA,"Keaton","No",NA,"zlubars","No",NA,"dokomoy","Yes",NA,"Gaby","No",NA,"Eirik","No",NA,"Dreamy","No",NA
5,"Polus","5-End",12,NA,"Impostor Win - Kills",NA,"5-",NA,"5-",NA,"Impostor Win - Kills",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"2-2","LSV","Yes",NA,"wrapter","Yes",NA,"Keaton","No",NA,"zlubars","No",NA,"dokomoy","No",NA,"Gaby","No",NA,"Eirik","No",NA,"Dreamy","No",NA
6,"Polus",NA,1,"5up","kills","wrapter","6-5up","(Impostor)","6-wrapter","(Crew).","5up (Impostor) kills wrapter (Crew).",NA,"wrapter","6-wrapter",1,"wrapter","5up",NA,NA,NA,"wrapter",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","LSV","Yes",NA,"wrapter","Yes",NA,"Keaton","Yes",NA,"zlubars","Yes",NA,"dokomoy","Yes",NA,"Gaby","Yes",NA,"Eirik","Yes",NA,"Dreamy","Yes",NA
6,"Polus",NA,2,"Keaton","finds body of","wrapter","6-Keaton","(Crew)","6-wrapter","(Crew).","Keaton (Crew) finds body of wrapter (Crew).",NA,NA,NA,1,NA,NA,"Keaton","wrapter",NA,NA,NA,NA,NA,NA,1,"6-1","Crew voted off.",7,2,"7-2","LSV","Yes","1-LSV-Crew voted off.","wrapter","No","1-wrapter-Dead","Keaton","Yes","1-Keaton-Crew voted off.","zlubars","Yes","1-zlubars-Crew voted off.","dokomoy","Yes","1-dokomoy-Crew voted off.","Gaby","Yes","1-Gaby-Crew voted off.","Eirik","Yes","1-Eirik-Crew voted off.","Dreamy","Yes","1-Dreamy-Crew voted off."
6,"Polus",NA,3,"Crew","votes off","Keaton","6-Crew",NA,"6-Keaton","(Crew).","Crew votes off Keaton (Crew).","Keaton",NA,"6-Keaton",1,"Keaton",NA,NA,NA,NA,NA,NA,NA,"Keaton",NA,NA,NA,NA,6,2,"6-2","LSV","Yes",NA,"wrapter","No",NA,"Keaton","Yes",NA,"zlubars","Yes",NA,"dokomoy","Yes",NA,"Gaby","Yes",NA,"Eirik","Yes",NA,"Dreamy","Yes",NA
6,"Polus",NA,4,"5up","kills","zlubars","6-5up","(Impostor)","6-zlubars","(Crew).","5up (Impostor) kills zlubars (Crew).",NA,"zlubars","6-zlubars",2,"zlubars","5up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","LSV","Yes",NA,"wrapter","No",NA,"Keaton","No",NA,"zlubars","Yes",NA,"dokomoy","Yes",NA,"Gaby","Yes",NA,"Eirik","Yes",NA,"Dreamy","Yes",NA
6,"Polus",NA,5,"BK","kills","LSV","6-BK","(Impostor)","6-LSV","(Crew).","BK (Impostor) kills LSV (Crew).",NA,"LSV","6-LSV",2,"LSV","BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","LSV","Yes",NA,"wrapter","No",NA,"Keaton","No",NA,"zlubars","No",NA,"dokomoy","Yes",NA,"Gaby","Yes",NA,"Eirik","Yes",NA,"Dreamy","Yes",NA
6,"Polus",NA,6,"5up","finds body of","LSV","6-5up","(Impostor)","6-LSV","(Crew).","5up (Impostor) finds body of LSV (Crew).",NA,NA,NA,2,NA,NA,"5up","LSV",NA,NA,1,"Co-Impostor report",NA,NA,1,"6-2","Crew voted off.",4,2,"4-2","LSV","No","2-LSV-Dead","wrapter","No","2-wrapter-Dead","Keaton","No","2-Keaton-Dead","zlubars","No","2-zlubars-Dead","dokomoy","Yes","2-dokomoy-Crew voted off.","Gaby","Yes","2-Gaby-Crew voted off.","Eirik","Yes","2-Eirik-Crew voted off.","Dreamy","Yes","2-Dreamy-Crew voted off."
6,"Polus",NA,7,"Crew","votes off","Eirik","6-Crew",NA,"6-Eirik","(Crew).","Crew votes off Eirik (Crew).","Eirik",NA,"6-Eirik",2,"Eirik",NA,NA,NA,NA,NA,NA,NA,"Eirik",NA,NA,NA,NA,3,2,"3-2","LSV","No",NA,"wrapter","No",NA,"Keaton","No",NA,"zlubars","No",NA,"dokomoy","Yes",NA,"Gaby","Yes",NA,"Eirik","Yes",NA,"Dreamy","Yes",NA
6,"Polus",NA,8,"BK","kills","dokomoy","6-BK","(Impostor)","6-dokomoy","(Crew).","BK (Impostor) kills dokomoy (Crew).",NA,"dokomoy","6-dokomoy",3,"dokomoy","BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"3-2","LSV","No",NA,"wrapter","No",NA,"Keaton","No",NA,"zlubars","No",NA,"dokomoy","Yes",NA,"Gaby","Yes",NA,"Eirik","No",NA,"Dreamy","Yes",NA
6,"Polus","6-End",9,NA,"Impostor Win - Kills",NA,"6-",NA,"6-",NA,"Impostor Win - Kills",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"2-2","LSV","No",NA,"wrapter","No",NA,"Keaton","No",NA,"zlubars","No",NA,"dokomoy","No",NA,"Gaby","Yes",NA,"Eirik","No",NA,"Dreamy","Yes",NA
7,"Polus",NA,1,"Eirik","kills","BK","7-Eirik","(Impostor)","7-BK","(Crew).","Eirik (Impostor) kills BK (Crew).",NA,"BK","7-BK",1,"BK","Eirik",NA,NA,NA,"BK",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","LSV","Yes",NA,"wrapter","Yes",NA,"BK","Yes",NA,"zlubars","Yes",NA,"samie","Yes",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
7,"Polus",NA,2,"Gaby","finds body of","BK","7-Gaby","(Crew)","7-BK","(Crew).","Gaby (Crew) finds body of BK (Crew).",NA,NA,NA,1,NA,NA,"Gaby","BK",NA,NA,NA,NA,NA,NA,2,"7-1","Impostor voted off.",7,2,"7-2","LSV","Yes","1-LSV-Impostor voted off.","wrapter","Yes","1-wrapter-Impostor voted off.","BK","No","1-BK-Dead","zlubars","Yes","1-zlubars-Impostor voted off.","samie","Yes","1-samie-Impostor voted off.","Gaby","Yes","1-Gaby-Impostor voted off.","Keaton","Yes","1-Keaton-Impostor voted off.","dokomoy","Yes","1-dokomoy-Impostor voted off."
7,"Polus",NA,3,"Crew","votes off","Eirik","7-Crew",NA,"7-Eirik","(Impostor).","Crew votes off Eirik (Impostor).","Eirik",NA,"7-Eirik",1,"Eirik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","LSV","Yes",NA,"wrapter","Yes",NA,"BK","No",NA,"zlubars","Yes",NA,"samie","Yes",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
7,"Polus",NA,4,"5up","kills","zlubars","7-5up","(Impostor)","7-zlubars","(Crew).","5up (Impostor) kills zlubars (Crew).",NA,"zlubars","7-zlubars",2,"zlubars","5up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"7-1","LSV","Yes",NA,"wrapter","Yes",NA,"BK","No",NA,"zlubars","Yes",NA,"samie","Yes",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
7,"Polus",NA,5,"wrapter","finds body of","zlubars","7-wrapter","(Crew)","7-zlubars","(Crew).","wrapter (Crew) finds body of zlubars (Crew).",NA,NA,NA,2,NA,NA,"wrapter","zlubars",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"7-2","Skipped Vote.",6,1,"6-1","LSV","Yes","2-LSV-Skipped Vote.","wrapter","Yes","2-wrapter-Skipped Vote.","BK","No","2-BK-Dead","zlubars","No","2-zlubars-Dead","samie","Yes","2-samie-Skipped Vote.","Gaby","Yes","2-Gaby-Skipped Vote.","Keaton","Yes","2-Keaton-Skipped Vote.","dokomoy","Yes","2-dokomoy-Skipped Vote."
7,"Polus",NA,6,"Crew","skips voting.",NA,"7-Crew",NA,"7-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"6-1","LSV","Yes",NA,"wrapter","Yes",NA,"BK","No",NA,"zlubars","No",NA,"samie","Yes",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
7,"Polus",NA,7,"5up","kills","wrapter","7-5up","(Impostor)","7-wrapter","(Crew).","5up (Impostor) kills wrapter (Crew).",NA,"wrapter","7-wrapter",3,"wrapter","5up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"6-1","LSV","Yes",NA,"wrapter","Yes",NA,"BK","No",NA,"zlubars","No",NA,"samie","Yes",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
7,"Polus",NA,8,"LSV","finds body of","wrapter","7-LSV","(Crew)","7-wrapter","(Crew).","LSV (Crew) finds body of wrapter (Crew).",NA,NA,NA,3,NA,NA,"LSV","wrapter",NA,NA,NA,NA,NA,NA,1,"7-3","Crew voted off.",5,1,"5-1","LSV","Yes","3-LSV-Crew voted off.","wrapter","No","3-wrapter-Dead","BK","No","3-BK-Dead","zlubars","No","3-zlubars-Dead","samie","Yes","3-samie-Crew voted off.","Gaby","Yes","3-Gaby-Crew voted off.","Keaton","Yes","3-Keaton-Crew voted off.","dokomoy","Yes","3-dokomoy-Crew voted off."
7,"Polus",NA,9,"Crew","votes off","samie","7-Crew",NA,"7-samie","(Crew).","Crew votes off samie (Crew).","samie",NA,"7-samie",3,"samie",NA,NA,NA,NA,NA,NA,NA,"samie",NA,NA,NA,NA,4,1,"4-1","LSV","Yes",NA,"wrapter","No",NA,"BK","No",NA,"zlubars","No",NA,"samie","Yes",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
7,"Polus",NA,10,"5up","kills","LSV","7-5up","(Impostor)","7-LSV","(Crew).","5up (Impostor) kills LSV (Crew).",NA,"LSV","7-LSV",4,"LSV","5up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"4-1","LSV","Yes",NA,"wrapter","No",NA,"BK","No",NA,"zlubars","No",NA,"samie","No",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
7,"Polus",NA,11,"Keaton","finds body of","LSV","7-Keaton","(Crew)","7-LSV","(Crew).","Keaton (Crew) finds body of LSV (Crew).",NA,NA,NA,4,NA,NA,"Keaton","LSV",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"7-4","Skipped Vote.",3,1,"3-1","LSV","No","4-LSV-Dead","wrapter","No","4-wrapter-Dead","BK","No","4-BK-Dead","zlubars","No","4-zlubars-Dead","samie","No","4-samie-Dead","Gaby","Yes","4-Gaby-Skipped Vote.","Keaton","Yes","4-Keaton-Skipped Vote.","dokomoy","Yes","4-dokomoy-Skipped Vote."
7,"Polus",NA,12,"Crew","skips voting.",NA,"7-Crew",NA,"7-",NA,"Crew skips voting.",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","LSV","No",NA,"wrapter","No",NA,"BK","No",NA,"zlubars","No",NA,"samie","No",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
7,"Polus",NA,13,"5up","kills","Keaton","7-5up","(Impostor)","7-Keaton","(Crew).","5up (Impostor) kills Keaton (Crew).",NA,"Keaton","7-Keaton",5,"Keaton","5up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","LSV","No",NA,"wrapter","No",NA,"BK","No",NA,"zlubars","No",NA,"samie","No",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
7,"Polus",NA,14,"5up","kills","dokomoy","7-5up","(Impostor)","7-dokomoy","(Crew).","5up (Impostor) kills dokomoy (Crew).",NA,"dokomoy","7-dokomoy",5,"dokomoy","5up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"2-1","LSV","No",NA,"wrapter","No",NA,"BK","No",NA,"zlubars","No",NA,"samie","No",NA,"Gaby","Yes",NA,"Keaton","No",NA,"dokomoy","Yes",NA
7,"Polus","7-End",15,NA,"Impostor Win - Kills",NA,"7-",NA,"7-",NA,"Impostor Win - Kills",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"1-1","LSV","No",NA,"wrapter","No",NA,"BK","No",NA,"zlubars","No",NA,"samie","No",NA,"Gaby","Yes",NA,"Keaton","No",NA,"dokomoy","No",NA
8,"Polus",NA,1,"BK","kills","Eirik","8-BK","(Impostor)","8-Eirik","(Crew).","BK (Impostor) kills Eirik (Crew).",NA,"Eirik","8-Eirik",1,"Eirik","BK",NA,NA,NA,"Eirik",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","wrapter","Yes",NA,"5up","Yes",NA,"Eirik","Yes",NA,"zlubars","Yes",NA,"samie","Yes",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
8,"Polus",NA,2,"LSV","kills","dokomoy","8-LSV","(Impostor)","8-dokomoy","(Crew).","LSV (Impostor) kills dokomoy (Crew).",NA,"dokomoy","8-dokomoy",1,"dokomoy","LSV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","wrapter","Yes",NA,"5up","Yes",NA,"Eirik","No",NA,"zlubars","Yes",NA,"samie","Yes",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","Yes",NA
8,"Polus",NA,3,"zlubars","finds body of","dokomoy","8-zlubars","(Crew)","8-dokomoy","(Crew).","zlubars (Crew) finds body of dokomoy (Crew).",NA,NA,NA,1,NA,NA,"zlubars","dokomoy",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"8-1","Skipped Vote.",6,2,"6-2","wrapter","Yes","1-wrapter-Skipped Vote.","5up","Yes","1-5up-Skipped Vote.","Eirik","No","1-Eirik-Dead","zlubars","Yes","1-zlubars-Skipped Vote.","samie","Yes","1-samie-Skipped Vote.","Gaby","Yes","1-Gaby-Skipped Vote.","Keaton","Yes","1-Keaton-Skipped Vote.","dokomoy","No","1-dokomoy-Dead"
8,"Polus",NA,4,"Crew","skips voting.",NA,"8-Crew",NA,"8-",NA,"Crew skips voting.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","wrapter","Yes",NA,"5up","Yes",NA,"Eirik","No",NA,"zlubars","Yes",NA,"samie","Yes",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","No",NA
8,"Polus",NA,5,"LSV","kills","Gaby","8-LSV","(Impostor)","8-Gaby","(Crew).","LSV (Impostor) kills Gaby (Crew).",NA,"Gaby","8-Gaby",2,"Gaby","LSV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","wrapter","Yes",NA,"5up","Yes",NA,"Eirik","No",NA,"zlubars","Yes",NA,"samie","Yes",NA,"Gaby","Yes",NA,"Keaton","Yes",NA,"dokomoy","No",NA
8,"Polus",NA,6,"zlubars","finds body of","Gaby","8-zlubars","(Crew)","8-Gaby","(Crew).","zlubars (Crew) finds body of Gaby (Crew).",NA,NA,NA,2,NA,NA,"zlubars","Gaby",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"8-2","Skipped Vote.",5,2,"5-2","wrapter","Yes","2-wrapter-Skipped Vote.","5up","Yes","2-5up-Skipped Vote.","Eirik","No","2-Eirik-Dead","zlubars","Yes","2-zlubars-Skipped Vote.","samie","Yes","2-samie-Skipped Vote.","Gaby","No","2-Gaby-Dead","Keaton","Yes","2-Keaton-Skipped Vote.","dokomoy","No","2-dokomoy-Dead"
8,"Polus",NA,7,"Crew","skips voting.",NA,"8-Crew",NA,"8-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","wrapter","Yes",NA,"5up","Yes",NA,"Eirik","No",NA,"zlubars","Yes",NA,"samie","Yes",NA,"Gaby","No",NA,"Keaton","Yes",NA,"dokomoy","No",NA
8,"Polus",NA,8,"LSV","kills","samie","8-LSV","(Impostor)","8-samie","(Crew).","LSV (Impostor) kills samie (Crew).",NA,"samie","8-samie",3,"samie","LSV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","wrapter","Yes",NA,"5up","Yes",NA,"Eirik","No",NA,"zlubars","Yes",NA,"samie","Yes",NA,"Gaby","No",NA,"Keaton","Yes",NA,"dokomoy","No",NA
8,"Polus",NA,9,"5up","finds body of","samie","8-5up","(Crew)","8-samie","(Crew).","5up (Crew) finds body of samie (Crew).",NA,NA,NA,3,NA,NA,"5up","samie",NA,NA,NA,NA,NA,NA,2,"8-3","Impostor voted off.",4,2,"4-2","wrapter","Yes","3-wrapter-Impostor voted off.","5up","Yes","3-5up-Impostor voted off.","Eirik","No","3-Eirik-Dead","zlubars","Yes","3-zlubars-Impostor voted off.","samie","No","3-samie-Dead","Gaby","No","3-Gaby-Dead","Keaton","Yes","3-Keaton-Impostor voted off.","dokomoy","No","3-dokomoy-Dead"
8,"Polus",NA,10,"Crew","votes off","LSV","8-Crew",NA,"8-LSV","(Impostor).","Crew votes off LSV (Impostor).","LSV",NA,"8-LSV",3,"LSV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","wrapter","Yes",NA,"5up","Yes",NA,"Eirik","No",NA,"zlubars","Yes",NA,"samie","No",NA,"Gaby","No",NA,"Keaton","Yes",NA,"dokomoy","No",NA
8,"Polus",NA,11,"5up","calls an emergency meeting.",NA,"8-5up","(Crew)","8-",NA,"5up (Crew) calls an emergency meeting.",NA,NA,NA,4,NA,NA,NA,NA,"5up",NA,NA,NA,NA,NA,2,"8-4","Impostor voted off.",4,1,"4-1","wrapter","Yes","4-wrapter-Impostor voted off.","5up","Yes","4-5up-Impostor voted off.","Eirik","No","4-Eirik-Dead","zlubars","Yes","4-zlubars-Impostor voted off.","samie","No","4-samie-Dead","Gaby","No","4-Gaby-Dead","Keaton","Yes","4-Keaton-Impostor voted off.","dokomoy","No","4-dokomoy-Dead"
8,"Polus",NA,12,"Crew","votes off","BK","8-Crew",NA,"8-BK","(Impostor).","Crew votes off BK (Impostor).","BK",NA,"8-BK",4,"BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"4-1","wrapter","Yes",NA,"5up","Yes",NA,"Eirik","No",NA,"zlubars","Yes",NA,"samie","No",NA,"Gaby","No",NA,"Keaton","Yes",NA,"dokomoy","No",NA
8,"Polus","8-End",13,NA,"Crew Win - Voting",NA,"8-",NA,"8-",NA,"Crew Win - Voting",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,"4-0","wrapter","Yes",NA,"5up","Yes",NA,"Eirik","No",NA,"zlubars","Yes",NA,"samie","No",NA,"Gaby","No",NA,"Keaton","Yes",NA,"dokomoy","No",NA
9,"Polus",NA,1,"wrapter","kills","zlubars","9-wrapter","(Impostor)","9-zlubars","(Crew).","wrapter (Impostor) kills zlubars (Crew).",NA,"zlubars","9-zlubars",1,"zlubars","wrapter",NA,NA,NA,"zlubars",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","LSV","Yes",NA,"BK","Yes",NA,"Keaton","Yes",NA,"samie","Yes",NA,"LadyAtarka","Yes",NA,"zlubars","Yes",NA,"Oltanya","Yes",NA,"Bene","Yes",NA
9,"Polus",NA,2,"wrapter","kills","Oltanya","9-wrapter","(Impostor)","9-Oltanya","(Crew).","wrapter (Impostor) kills Oltanya (Crew).",NA,"Oltanya","9-Oltanya",1,"Oltanya","wrapter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","LSV","Yes",NA,"BK","Yes",NA,"Keaton","Yes",NA,"samie","Yes",NA,"LadyAtarka","Yes",NA,"zlubars","No",NA,"Oltanya","Yes",NA,"Bene","Yes",NA
9,"Polus",NA,3,"BK","finds body of","zlubars","9-BK","(Crew)","9-zlubars","(Crew).","BK (Crew) finds body of zlubars (Crew).",NA,NA,NA,1,NA,NA,"BK","zlubars",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"9-1","Skipped Vote.",6,2,"6-2","LSV","Yes","1-LSV-Skipped Vote.","BK","Yes","1-BK-Skipped Vote.","Keaton","Yes","1-Keaton-Skipped Vote.","samie","Yes","1-samie-Skipped Vote.","LadyAtarka","Yes","1-LadyAtarka-Skipped Vote.","zlubars","No","1-zlubars-Dead","Oltanya","No","1-Oltanya-Dead","Bene","Yes","1-Bene-Skipped Vote."
9,"Polus",NA,4,"Crew","skips voting.",NA,"9-Crew",NA,"9-",NA,"Crew skips voting.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","LSV","Yes",NA,"BK","Yes",NA,"Keaton","Yes",NA,"samie","Yes",NA,"LadyAtarka","Yes",NA,"zlubars","No",NA,"Oltanya","No",NA,"Bene","Yes",NA
9,"Polus",NA,5,"wrapter","calls an emergency meeting.",NA,"9-wrapter","(Impostor)","9-",NA,"wrapter (Impostor) calls an emergency meeting.",NA,NA,NA,2,NA,NA,NA,NA,"wrapter",NA,NA,NA,NA,"Skipped - Meeting Called",0,"9-2","Skipped Vote.",6,2,"6-2","LSV","Yes","2-LSV-Skipped Vote.","BK","Yes","2-BK-Skipped Vote.","Keaton","Yes","2-Keaton-Skipped Vote.","samie","Yes","2-samie-Skipped Vote.","LadyAtarka","Yes","2-LadyAtarka-Skipped Vote.","zlubars","No","2-zlubars-Dead","Oltanya","No","2-Oltanya-Dead","Bene","Yes","2-Bene-Skipped Vote."
9,"Polus",NA,6,"Crew","skips voting.",NA,"9-Crew",NA,"9-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","LSV","Yes",NA,"BK","Yes",NA,"Keaton","Yes",NA,"samie","Yes",NA,"LadyAtarka","Yes",NA,"zlubars","No",NA,"Oltanya","No",NA,"Bene","Yes",NA
9,"Polus",NA,7,"wrapter","kills","keaton","9-wrapter","(Impostor)","9-keaton","(Crew).","wrapter (Impostor) kills keaton (Crew).",NA,"keaton","9-keaton",3,"keaton","wrapter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","LSV","Yes",NA,"BK","Yes",NA,"Keaton","Yes",NA,"samie","Yes",NA,"LadyAtarka","Yes",NA,"zlubars","No",NA,"Oltanya","No",NA,"Bene","Yes",NA
9,"Polus",NA,8,"Ian","kills","samie","9-Ian","(Impostor)","9-samie","(Crew).","Ian (Impostor) kills samie (Crew).",NA,"samie","9-samie",3,"samie","Ian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","LSV","Yes",NA,"BK","Yes",NA,"Keaton","No",NA,"samie","Yes",NA,"LadyAtarka","Yes",NA,"zlubars","No",NA,"Oltanya","No",NA,"Bene","Yes",NA
9,"Polus",NA,9,"Ian","kills","BK","9-Ian","(Impostor)","9-BK","(Crew).","Ian (Impostor) kills BK (Crew).",NA,"BK","9-BK",3,"BK","Ian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","LSV","Yes",NA,"BK","Yes",NA,"Keaton","No",NA,"samie","No",NA,"LadyAtarka","Yes",NA,"zlubars","No",NA,"Oltanya","No",NA,"Bene","Yes",NA
